Tweet,Message,Match,Polarity
1739, RT     HEC StopOnlineClasses  This online education system is a complete flop  University s purpose is to educate not to complete t,NONE,neutral
1740, RT    College Education  My wife is lecturer  Delhi University   here she is taking her class  online   c  My son is a,NONE,neutral
1741, Manipur University Starts Online Classes,NONE,neutral
1742, RT     One in five students lose money by going to university  IFS finds          but it not about making money     it s a lif,lose,negative
1743, 16 years old until 19 years old    Fashion Designer 7  UNITAR International University Kota Kinabalu  Degree,NONE,neutral
1744, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1745, RT    White people didn t brings education to Afraka  Alot of blacks have been disconnected from their true history without kn,NONE,neutral
1746, RT   Eng  Apprenticeship or University study  What is the best next step into a career in engineering for the young people in your,best,positive
1747, RT    Study abroad programs have been thrown into a state of flux during the coronavirus pandemic    We re watching the worl,NONE,neutral
1748, RT    Meet Christian Guthrie Wright  co founder of the Edinburgh School of Cookery  Wright was also an advocate for women s education,advocate,positive
1749, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1750, RT    Manipur University Starts Online Classes,NONE,neutral
1751, RT    We are Students at Santa Clara University who are supporting       We are excited that Joe will     1  Protect and,"supporting,excited,protect",positive
1752, RT    Another Housing Crisis Is Coming  amp  Bailouts and Eviction Freezes Won t Be Enough to Prevent Many from Losing Their Homes,"crisis,freezes,losing",negative
1753, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1754, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1755, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1756, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1757, RT    Lakehead s Faculty of Education is one of Canada s most diverse and innovative centres of learning  We re leading the way i,"innovative,leading",positive
1758, The Ministry of Education are unwilling to allow students that are resident on university campu,unwilling,negative
1759, RT    University student and you can t differentiate between stupidity  hypocrisy and honesty  Then what about we that completed J,"stupidity,hypocrisy",negative
1760, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1761, Education   ways to support your children s learning during the lockdown,support,positive
1762, RT    University student and you can t differentiate between stupidity  hypocrisy and honesty  Then what about we that completed J,"stupidity,hypocrisy",negative
1763, RT    University student and you can t differentiate between stupidity  hypocrisy and honesty  Then what about we that completed J,"stupidity,hypocrisy",negative
1764, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1765, We can argue about how money was made  treatment of employees etc but it,NONE,neutral
1766, Meet Christian Guthrie Wright  co founder of the Edinburgh School of Cookery  Wright was also an advocate for women,advocate,positive
1767, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1768, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1769, Fauzuddeen       State University is not the priority at the present time sinc,NONE,neutral
1770, University student and you can t differentiate between stupidity  hypocrisy and honesty  Then what about we that co,"stupidity,hypocrisy",negative
1771, RT    In West  amp  Central Africa  school   university closed  as part of measures to contain  Covid19    140m children are imp,NONE,neutral
1772, Manipur University Starts Online Classes,NONE,neutral
1773, Nunavut Education Minister David Joanasie calls teachers back from the south      taking into account the 14 day is,NONE,neutral
1774, Fidel Castro s  at the University of Buenos Aires in 2004 said  it s really impressive what a filthy system capital,NONE,neutral
1775, RT     Calling all Higher Education students going to college or university this year   Apply now for your tuition fees  bursarie,NONE,neutral
1776, RT     Calling all Higher Education students going to college or university this year   Apply now for your tuition fees  bursarie,NONE,neutral
1777, A University of Illinois administrator will begin duties as Eastern Illinois University s vice president for busine,vice,negative
1778, No surprise that   has held the line on tuition and the costs of education  Look who s leading the university,leading,positive
1779, RT     Coronavirus    Manipur University starts online classes,NONE,neutral
1780, Coronavirus    Manipur University starts online classes,NONE,neutral
1781, RT    Please share  repost and do what you do best twitter   For more information from Brighton Education Workers,best,positive
1782, RT    It s time to change the way school  college and university marketing departments work  Step away from the laborious pr,work,positive
1783, World University of Design Adds New Dimension To Design Education With Its New Courses   India Education Diary,NONE,neutral
1784, Helllll no  90  of my old office was bullshit meetings and 2 hrs,bullshit,negative
1785, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1786, Coronavirus  Manipur University starts online classes,NONE,neutral
1787, RT   naef          kadaga     S,NONE,neutral
1788, RT    Indigenous Canada course free online hey you stuck at home lots free time here is free education to decolonize your mi,NONE,neutral
1789, Well this one s easy right   education  school  learning  students  motivation  children  student  college  teacher,"well,easy,right",positive
1790, RT    Outdated regime antics in the face of  Covid19  Khalid  who was later released had purchased 2 500kgs of beans and 1 300kgs,NONE,neutral
1791, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1792, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
1793, You are education minister of Sindh you should listen the problems of University student and should ta,problems,negative
1794, RT    Parmish Verma at KCC Institute of Legal and Higher Education Delhi NCR Greater Noida  Grade  A  College of IP University,NONE,neutral
1795, The leadership team getting trained on Distance Education from the University of Helsinki  Finland under the initia,NONE,neutral
1796, Just in case you need another reason to choose us as your distance learning provider        education  school,NONE,neutral
1797, Free education is suspended but the ridge Hospital  University of Ghana Medical centre  the Bank Hospital and ayalo,free,positive
1798, Wondering how digital education might be relevant to your work  Join   and   University  ASU  for,work,positive
1799, World University of Design Adds New Dimension To Design Education With Its New Courses,NONE,neutral
1800, RT    Carson Letterman will be continuing his education and baseball career at University of Texas Rio Grande Valley    CypC,NONE,neutral
1801, Please share  repost and do what you do best twitter   For more information from Brighton Education Workers,best,positive
1802, ICASE  PhD  Studentship for UK and EU  Students at  University of  Exeter   2020,NONE,neutral
1803, A speciality or sub speciality focused program can help prepare PA in one major area  for example  Emergency medici,emergency,negative
1804, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1805, RT    Welcome    Industry Professor    Besides strengthening existing research and education in the Civil E,welcome,positive
1806, georgiou,NONE,neutral
1807, Answer in the comment section below    education  school  learning  students  motivation  children  student,NONE,neutral
1808, This  webinar aims to unlock the pathways and pedagogies for  learning and  teaching using the Web as a powerful re,powerful,positive
1809, Digital Strategies in Education  Evidence From the Field  Apr 8  2020 12 00 PM Eastern Time  US and     Are y,NONE,neutral
1810, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1811, RT    COMMITTED  Graduating forward Griffin Leonard has committed to Salve Regina University for the 2020 2021 season  Congrat,NONE,neutral
1812, RT     Please stop this useless education system  Riphah university is providing us audio recordings    This is ridiculous  it s,"useless,ridiculous",negative
1813, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1814, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1815, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1816, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1817, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1818, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1819, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1820, Do you know   guesstheanswer  riddlefun  education  school  learning  learn  teachers  students  motivation,NONE,neutral
1821, Good morning i am a student of Bayero university kano studying Education Physics I am a fina,good,positive
1822, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1823, Good morning i am a student of Bayero university kano studying Education Physics I am a final year stude,good,positive
1824, I earnt an Open University Statement of Participation  Childhood in the digital age,NONE,neutral
1825, University is focusing only on how to take the exam but not,NONE,neutral
1826, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1827, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1828, RT   Padhaoo   Can you tell  Comment down below    education  school  learning  students  motivation  kids  children  student  college  tea,NONE,neutral
1829, RT    Dr Margaret Williams Weir  Malera Bandjalang woman and first Aboriginal person to graduate from an Australian universi,NONE,neutral
1830, RT    Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving applica,works,positive
1831, Advertising for these fellowships is in the works  but please do share    and I looking forward to receiving app,works,positive
1832, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1833, Can you tell  Comment down below    education  school  learning  students  motivation  kids  children  student,NONE,neutral
1834, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1835, RT    Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was good  The,"happy,helped,boost,good",positive
1836, RT    Important  Goa University issues Circular  Goa  University  Education  Exams,NONE,neutral
1837, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1838, The anthology of his speechs over the years would be a wild ride  Just goes to show  a University,wild,negative
1839, RT    Important  Goa University issues Circular  Goa  University  Education  Exams,NONE,neutral
1840, RT   lk  The closing date for university admission has been extended by the University Grant Commission  UGC   Higher Education Mi,NONE,neutral
1841, Centre for Distance Education University of London  UOL  CDE has compiled a set of links and resources to help put,NONE,neutral
1842, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1843, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1844, Hello  I m an  orphaned  I lost my parents 5 years ago  This year I have could get acceptance from,lost,negative
1845, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1846, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1847, RT       Fake  news media in Canada   Most Canadian s are indoctrinated to socialism without even knowing it happened,fake,negative
1848, RT   official  XUB offers a wide gamut of programs and here is a glimpse of the schools under the university  Please visit,NONE,neutral
1849, Were you one of those lucky ones whose generation received a free first class university education,"lucky,free",positive
1850, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1851, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1852, RT    Outdated regime antics in the face of  Covid19  Khalid  who was later released had purchased 2 500kgs of beans and 1 300kgs,NONE,neutral
1853, Hello  I m an orphaned  I lost my parents 5 years ago  This year I have could get acceptance from Pli,lost,negative
1854, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1855, RT    Dr  Wasim Qazi VC    University speaking on Disruption and Transition to Online Education  Program Agenda Pakistan   07,disruption,negative
1856, RT    In West  amp  Central Africa  school   university closed  as part of measures to contain  Covid19    140m children are imp,NONE,neutral
1857, Hello  I m an orphaned  I lost my parents 5 years ago  This year I have could get ac,lost,negative
1858, rodong has an example for all HE educators on future practice  University Educators Distinguishing Themselves in I,NONE,neutral
1859, College Is Hard  Iggy  Pounce  Cowboy Joe and Sunny are Here to Help      ai  automation,hard,negative
1860, What will it take to develop a new funding model for education in Australia  So that resourcing is fair and equatab,fair,positive
1861, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1862, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1863, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1864, My name is Adeoye Idris Adeyemi a student of Bayero university kano studying Edu,NONE,neutral
1865, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1866, RT    How does a university organise an open day during confinement times    lu is trialling its first virtual open days f,NONE,neutral
1867, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1868, Hello  I m an orphaned  I lost my parents 5 years ago  This year I have could get acceptance from Pli,lost,negative
1869, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1870, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1871, RT    How does a university organise an open day during confinement times    lu is trialling its first virtual open days f,NONE,neutral
1872, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1873, RT    How does a university organise an open day during confinement times    lu is trialling its first virtual open days f,NONE,neutral
1874, RT    Dr Margaret Williams Weir  Malera Bandjalang woman and first Aboriginal person to graduate from an Australian universi,NONE,neutral
1875, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1876, Hello  I m an orphaned  I lost my parents 5 years ago  This year I have could get acceptan,lost,negative
1877, Today we honor distinguished Prof  Leah Marungu  She is the first woman in East Africa to be named a full professor,"honor,distinguished",positive
1878, The office environment will be a thing of the past as remote work and remote education of our children will be the,work,positive
1879, RT   official  XUB offers a wide gamut of programs and here is a glimpse of the schools under the university  Please visit,NONE,neutral
1880, In West  amp  Central Africa  school   university closed  as part of measures to contain  Covid19    140m children are,NONE,neutral
1881, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1882, Things he s done and doing  Trump University  Literally stealing people s money in a scheme gets sue,"stealing,sue",negative
1883, RT        AlWaleed payed Obamas education at the Columbia UNiversity,NONE,neutral
1884, RT    Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was good  The,"happy,helped,boost,good",positive
1885, and the girl on the left is living her dream  serving as a hall director at a great university and full time crashi,great,positive
1886, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
1887, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1888, RT    This online education system is a complete flop  University s purpose is to educate not to complete their credit hours,NONE,neutral
1889, RT    We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not even,crap,negative
1890, We pay for quality of education If you ve to provide this crap then don t These are lectures from youtube We re not,crap,negative
1891, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1892, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1893, How does a university organise an open day during confinement times    lu is trialling its first virtual open da,NONE,neutral
1894, RT    What are ear poisons  Learn more about ototoxicants  ear poisons that enter the worker s body through inhalation and absorption b,NONE,neutral
1895, RT    The University of the Philippines  amp  all universities  amp  colleges should shorten or end the current semester  The health  amp,NONE,neutral
1896, RT    Camarines Sur has established the second provincial quarantine center in the Bicol region at the Central Bicol State Un,NONE,neutral
1897, Education  Keio University  Environment and Information Studies major,NONE,neutral
1898, RT      Yes We need from time to time to tell our history     how some great Igbo institutions emerged  like how the,"great,like",positive
1899, You can check the LSU website  it clearly states that  Th,clearly,positive
1900, RT     I m so thankful for this opportunity to continue my education while playing both indoor and beach volleyball at Park Uni,thankful,positive
1901, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1902, Camarines Sur has established the second provincial quarantine center in the Bicol region at the Central Bicol Stat,NONE,neutral
1903, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
1904, RT      I agree I am going to burn my  graduate certificate in religious education I got from Australian Catholic Uni,burn,negative
1905, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1906, I agree I am going to burn my  graduate certificate in religious education I got from Australian Catholi,burn,negative
1907, RT        I was MP for Tsholotsho  amp  not MP for Zimbabwe  Go there  amp  you will find what I left  Go also to Lupan,NONE,neutral
1908, RT    Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was good  The,"happy,helped,boost,good",positive
1909, RT     I only have confidence in two of my lecturers being able to teach online   said Titi  a student at the University of Ghana,confidence,positive
1910, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1911, RT        I was MP for Tsholotsho  amp  not MP for Zimbabwe  Go there  amp  you will find what I left  Go also to Lupan,NONE,neutral
1912, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1913, The major issue I see with university today is that it s pro,issue,negative
1914, RT    Are you a recent graduate from a UK university  Join the  StudyUK online course to get advice and guidance on how to make th,guidance,positive
1915, RT    Anna University Announces Research Grant For Anti COVID 19 Nano Coating,NONE,neutral
1916, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1917, Furthermore  which countries are the richest  safest  most equitable,equitable,positive
1918, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1919, RT    Shame on     Newcastle Uni  They should be greylisted immediately,shame,negative
1920, RT    Welcome    Industry Professor    Besides strengthening existing research and education in the Civil E,welcome,positive
1921, FACT  Getting a University Education today has nothing to do with gaining Knowledge or Intellect  They re all passi,gaining,positive
1922, RT    Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was good  The,"happy,helped,boost,good",positive
1923, studyincanada  studycanada  ec  studyabroad  sds  sdscanada  educatioconcern  canada   Education Concern,concern,negative
1924, Comes with benefits like respect  As for you  Am not sure if you continued with your education  If,"benefits,like,respect",positive
1925, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1926, Should blend senior secondary school education and university  Clarify the pathways  r,NONE,neutral
1927, RT   official  XUB offers a wide gamut of programs and here is a glimpse of the schools under the university  Please visit,NONE,neutral
1928, RT   official  XUB offers a wide gamut of programs and here is a glimpse of the schools under the university  Please visit,NONE,neutral
1929, RadioShoolini is now on YouTube  Subscribe now to our official  YouTube channel and watch your favourite Radio Sho,NONE,neutral
1930, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1931, I am pity about the level of knowledge and quality of people,pity,negative
1932, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1933, RT    Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was good  The,"happy,helped,boost,good",positive
1934, RT     Leading private schools have challenged plans to widen access to the most selective universities in England  warning,"leading,selective",positive
1935, Mirror   Shete University is focusing only on how to take the exam but,NONE,neutral
1936, RT   official  XUB offers a wide gamut of programs and here is a glimpse of the schools under the university  Please visit,NONE,neutral
1937, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1938, University of Minnesota moves up housing  dining prorated refund start date,refund,positive
1939, RT    Dr  Wasim Qazi VC    University speaking on Disruption and Transition to Online Education  Program Agenda Pakistan   07,disruption,negative
1940, Happy to  UNISA is trending  They really helped me boost my career  Got my degree way back in 1993  The quality was,"happy,helped,boost",positive
1941, RT    Blessed to receive my first offer from the University Of Mary to play football and further my education   Redflag  AGTG ht,NONE,neutral
1942, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1943, RT    This is another Bayero University Kano  BUK  researcher  Dr  Muhammad Ameer with an invention   These efforts are mostly,NONE,neutral
1944, its likely that something like Open University is using something similar to KIngs but they design,like,positive
1945, RT        I was MP for Tsholotsho  amp  not MP for Zimbabwe  Go there  amp  you will find what I left  Go also to Lupan,NONE,neutral
1946, RT    Stay where you are  thousands of university students living in halls of residence are told by HE minister,NONE,neutral
1947, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1948, RT    College Education  My wife is lecturer  Delhi University   here she is taking her class  online   c  My son is a,NONE,neutral
1949, The closing date for university admission has been extended by the University Grant Commission  UGC   Higher Educat,NONE,neutral
1950, RT    FMEA is accepting applications for the 2020 June M  Hinckley Scholarship  Selected graduating HS seniors intending to study,NONE,neutral
1951, The closing date for university admission has been extended by the University Grant Commission  UGC   Higher Educat,NONE,neutral
1952, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1953, RT     Please stop this useless education system  Riphah university is providing us audio recordings    This is ridiculous  it s,"useless,ridiculous",negative
1954, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1955, RT    What are ear poisons  Learn more about ototoxicants  ear poisons that enter the worker s body through inhalation and absorption b,NONE,neutral
1956, RT   canales  I am beyond blessed and thankful to announce that I am committed to receive my education and play DI baseball at the Uni,thankful,positive
1957, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1958, RT    Dr  Wasim Qazi VC    University speaking on Disruption and Transition to Online Education  Program Agenda Pakistan   07,disruption,negative
1959, RT        AlWaleed payed Obamas education at the Columbia UNiversity,NONE,neutral
1960, Join our memberLa Trobe University in their presentation on Building Research Collaborations with Researchers and I,NONE,neutral
1961, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1962, I m talking about university education  I have no great love of available models of sec,"great,love,available",positive
1963, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1964, RT    Taylor s University   1  Executive   Business Planning 2  Education Counselor  Selangor  amp  East Coast Region 3  Part Time Lect,NONE,neutral
1965, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1966, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1967, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1968, Stay where you are  thousands of university students living in halls of residence are told by HE minister,NONE,neutral
1969, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1970, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1971, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1972, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1973, RT     Please stop this useless education system  Riphah university is providing us audio recordings    This is ridiculous  it s,"useless,ridiculous",negative
1974, RT    To all those questioning if they should go to university this year the   has some helpful advice check his v,helpful,positive
1975, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1976, Really interesting blog on WWI and it s transformative impact on making the modern British University  Covid19 will,"interesting,modern",positive
1977, RT    Dr  Wasim Qazi VC    University speaking on Disruption and Transition to Online Education  Program Agenda Pakistan   07,disruption,negative
1978, RT    I am very excited to announce I will be continuing my education and cheer career at Ottawa University  I would like to,"excited,cheer,like",positive
1979, RT    The Distance Education Unit of Bah e ehir University  BAU     is in the spotlight of the education sector in Turkey for,NONE,neutral
1980, With a few months left to graduate  seniors at Bowling Green State University are having to adjust to a new way of,NONE,neutral
1981, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
1982, In U K  particularly high tech high education circles in like Cambridge it s common to have no tv     my,like,positive
1983, University of Minnesota moves up housing  dining prorated refund start date,refund,positive
1984, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1985, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1986, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1987, To all those questioning if they should go to university this year the   has some helpful advice check,helpful,positive
1988, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1989, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1990, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
1991, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1992, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1993, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1994, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1995, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1996, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1997, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1998, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
1999, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2000, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
2001, RT    University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
2002, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
2003, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2004, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2005, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2006, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
2007, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2008, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2009, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2010, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
2011, mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used,mystery,negative
2012, RT    wall  After much consideration  I d like to announce my commitment to Zoom University to further my education  Thank you to everyo,"like,commitment,thank",positive
2013, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2014, RT   Allybeez  Education is learning  empowerment is teaching  and elevation is living  Today is the day for you to elect Allyson J  Brooks,empowerment,positive
2015, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2016, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2017, Australia flags support for more university places   Times Higher Education  THE,support,positive
2018, Good morning   I am currently working with through current education reports for the  DocumentSummaryService for Br,good,positive
